,Turno,ID Empleado,Apellido,Nombre,ID Puesto,Email,Puesto,Departamento,Tipo Puesto
65,,1692,ORTEGA,GERARDO,15-24100,gerardo.ortega@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
66,,1701,IBARRA,MAGDALENA,15-24100,magdalena.ibarra@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
67,,1741,LEON,OSWALDO,15-24100,oswaldo.leon@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
68,,1744,Taborda,León,15-24100,león.taborda@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
69,,1766,MATA,ANTONIO,15-24100,antonio.mata@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
70,,1861,Fernandez,Jose,15-24100,jose.fernandez@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
71,,1881,OCHOA,MEDINA,15-24100,medina.ochoa@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
72,,1884,BUSTAMANTE,USBALDO,15-24100,usbaldo.bustamante@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
73,,1934,GRACIA,TRINIDAD,15-24100,trinidad.gracia@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
74,,1947,VAZQUEZ,ANTONIO,15-24100,antonio.vazquez@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
75,,1980,SANCHEZ,CRISTINA,15-24100,cristina.sanchez@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
76,,42,VALENZUELA,RIOS,15-24100,rios.valenzuela@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
77,,62,NAVARRO,DEWAR,15-24100,dewar.navarro@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
78,,86,GARCIA,TERESA,15-24100,teresa.garcia@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
79,,90,COTA,ELDA,15-24100,elda.cota@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
80,,95,PEREZ,IGNACIO,15-24100,ignacio.perez@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
81,,106,TREJO,ROSARIO,15-24100,rosario.trejo@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
82,,107,LEYVA,VICTOR,15-24100,victor.leyva@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
83,,133,SALAZAR,RUBIO,15-24100,rubio.salazar@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
84,,139,MATA,ENRIQUE,15-24100,enrique.mata@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
85,,155,Alvarez,Alejandra,15-24100,alejandra.alvarez@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
86,,157,RAMIREZ,IGNACIO,15-24100,ignacio.ramirez@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
87,,177,OLGUIN,ISELDA,15-24100,iselda.olguin@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
88,,186,ESQUER,ISRAEL,15-24100,israel.esquer@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
89,,199,FIGUEROA,ELENA,15-24100,elena.figueroa@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
90,,203,MOLINA,VICTOR,15-24100,victor.molina@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
91,,222,CELADA,JAIME,15-24100,jaime.celada@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
92,,330,CONTRERAS,FRANCISCO,15-24100,francisco.contreras@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
93,,364,Zapata,Marleny,15-24100,marleny.zapata@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
94,,379,JAIME,MARTHA,15-24100,martha.jaime@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
95,,398,OSORNIO,ENRIQUE,15-24100,enrique.osornio@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
96,,415,MEDINA,UBALDO,15-24100,ubaldo.medina@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
97,,448,ACOSTA,MARTIN,15-24100,martin.acosta@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
98,,460,Taborda,Juan ,15-24100,juan .taborda@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
99,,467,MORENO,MARVIN,15-24100,marvin.moreno@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
100,,524,BALDENEGRO,VALENCIA,15-24100,valencia.baldenegro@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
101,,539,Zapata,Joaquin,15-24100,joaquin.zapata@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
102,,547,HURTADO,GONZALEZ,15-24100,gonzalez.hurtado@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
103,,583,Hoyos ,Esteban,15-24100,esteban.hoyos @tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
104,,606,JUAREZ,FELIPA,15-24100,felipa.juarez@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
105,,637,THOMSON,VAZQUEZ,15-24100,vazquez.thomson@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
106,,645,MUNGUIA,FELIPE,15-24100,felipe.munguia@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
107,,690,RODRIGUEZ,FLORES,15-24100,flores.rodriguez@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
108,,718,Agudelo,Andres,15-24100,andres.agudelo@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
109,,755,IBARRA,LUZ,15-24100,luz.ibarra@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
110,,864,VILLA,FRANCISCO,15-24100,francisco.villa@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
111,,875,SOTOMAYOR,LUZ,15-24100,luz.sotomayor@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
112,,913,Prisco,Hernan,15-24100,hernan.prisco@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
113,,959,PATIÑO,KARLA,15-24100,karla.patiño@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
114,,984,VALLES,MANUEL,15-24100,manuel.valles@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
115,,993,ARVAYO,IGOR,15-24100,igor.arvayo@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
116,,1009,SANTILLANEZ,LAURA,15-24100,laura.santillanez@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
117,,1067,BEJARANO,LEONOR,15-24100,leonor.bejarano@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
118,,1082,Soto ,Alberto,15-24100,alberto.soto @tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
119,,1099,PERAL,LIEBANO,15-24100,liebano.peral@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
120,,1114,PERALTA,DARIO,15-24100,dario.peralta@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
121,,1119,PAZ,GUADALUPE,15-24100,guadalupe.paz@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
122,,1124,HERNANDEZ,CAROLINA,15-24100,carolina.hernandez@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
123,,1138,ENRIQUEZ,DAVID,15-24100,david.enriquez@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
124,,1154,KETCHUL,GABRIELA,15-24100,gabriela.ketchul@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
125,,1248,Rojas,Marcela,15-24100,marcela.rojas@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
126,,1269,ZEPEDA,JAVIER,15-24100,javier.zepeda@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
127,,1309,TEQUIDA,ELVA,15-24100,elva.tequida@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
128,,1312,PADILLA,MANUEL,15-24100,manuel.padilla@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
129,,1348,DANIEL,MARCO,15-24100,marco.daniel@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
130,,1349,MEDINA,JESUS,15-24100,jesus.medina@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
131,,1383,BUSTAMANTE,ALEJANDRO,15-24100,alejandro.bustamante@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
132,,1399,Blandon,Ignacio,15-24100,ignacio.blandon@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
133,,1449,ACOSTA,LUIS,15-24100,luis.acosta@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
134,,1462,OLEA,VAZQUEZ,15-24100,vazquez.olea@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
135,,1499,CALLEJA,LAMBERTO,15-24100,lamberto.calleja@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
136,,1507,GUTIERREZ,MAURICIO,15-24100,mauricio.gutierrez@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
137,,1526,CHAVELAS,OSWALDO,15-24100,oswaldo.chavelas@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
138,,1552,MIRANDA,JUVENTINO,15-24100,juventino.miranda@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
139,,1582,Martinez,Monica,15-24100,monica.martinez@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
140,,1612,Loaiza,Daniel,15-24100,daniel.loaiza@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
141,,1621,REAL,ESTHELA,15-24100,esthela.real@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
142,,1643,ROMERO,FIGUEROA,15-24100,figueroa.romero@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
143,,1661,LIMON,LAURA,15-24100,laura.limon@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
144,,1679,MONTENEGRO,GUADALUPE,15-24100,guadalupe.montenegro@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
145,,1707,MORALES,OROZCO,15-24100,orozco.morales@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
146,,1722,LOPEZ,COHEN,15-24100,cohen.lopez@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
147,,1732,CARRILLO,OSCAR,15-24100,oscar.carrillo@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
148,,1742,ALDRETE,ANTONIO,15-24100,antonio.aldrete@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
149,,1757,HORTA,LERMA,15-24100,lerma.horta@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
150,,1774,GALAZ,MARINA,15-24100,marina.galaz@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
151,,1800,ALEGRIA,ANTONIO,15-24100,antonio.alegria@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
152,,1883,VELARDE,LINA,15-24100,lina.velarde@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
153,,1943,OCHOA,VALENZUELA,15-24100,valenzuela.ochoa@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
154,,1974,ABRIL,MANUEL,15-24100,manuel.abril@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
155,,1979,HERNANDEZ,ACOSTA,15-24100,acosta.hernandez@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
156,,1989,VEGA,JAVIER,15-24100,javier.vega@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
157,,1997,VASQUEZ,ANTONIO,15-24100,antonio.vasquez@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
158,,26,URIAS,GUADALUPE,15-24100,guadalupe.urias@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
159,,28,Gomez,Hernan,15-24100,hernan.gomez@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
160,,50,Pérez,Marta ,15-24100,marta .pérez@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
161,,122,MILTON,VICTOR,15-24100,victor.milton@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
162,,168,Posada,Isbelia,15-24100,isbelia.posada@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
163,,188,BARRAZA,GREGORIA,15-24100,gregoria.barraza@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
164,,191,Arango,Elena,15-24100,elena.arango@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
165,,200,OCHOA,IVONE,15-24100,ivone.ochoa@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
166,,254,OLEA,ENRIQUE,15-24100,enrique.olea@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
167,,269,Betancur,Jeisson,15-24100,jeisson.betancur@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
168,,347,NIEBLAS,RUBEN,15-24100,ruben.nieblas@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
169,,399,RODRIGUEZ,FRANCISCO,15-24100,francisco.rodriguez@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
170,,420,ROBLES,HEBERTO,15-24100,heberto.robles@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
171,,446,ESPINOZA,JUAN,15-24100,juan.espinoza@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
172,,531,AGUIRRE,ALONSO,15-24100,alonso.aguirre@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
173,,532,SANCHEZ,FAUSTO,15-24100,fausto.sanchez@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
174,,533,TORRES,LOPEZ,15-24100,lopez.torres@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
175,,591,Piedrahita,Johana,15-24100,johana.piedrahita@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
176,,609,IBARRA,GONZALEZ,15-24100,gonzalez.ibarra@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
177,,683,Mira,Yohan,15-24100,yohan.mira@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
178,,737,CARRILLO,LUIS,15-24100,luis.carrillo@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
179,,762,JAIME,FELIPE,15-24100,felipe.jaime@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
180,,772,ENCINAS,ALFONSO,15-24100,alfonso.encinas@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
181,,828,AHUMADA,FRANCISCO,15-24100,francisco.ahumada@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
182,,842,Mesa,Luz,15-24100,luz.mesa@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
183,,852,MOYON,HECTOR,15-24100,hector.moyon@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
184,,879,RUIZ,GUILLERMO,15-24100,guillermo.ruiz@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
185,,901,MEDINA,KARINA,15-24100,karina.medina@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
186,,998,TAPIA,MAGNOLIA,15-24100,magnolia.tapia@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
187,,1078,RUIZ,IRENE,15-24100,irene.ruiz@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
188,,1112,BARRAZA,ALFREDO,15-24100,alfredo.barraza@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
189,,1117,Betancur ,Mauro,15-24100,mauro.betancur @tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
190,,1145,RODRIGUEZ,CAROLINA,15-24100,carolina.rodriguez@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
191,,1178,PEÑUÑURI,LUZ,15-24100,luz.peñuñuri@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
192,,1210,RIVERA,GABRIELA,15-24100,gabriela.rivera@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
193,,1244,GAXIOLA,ISMAEL,15-24100,ismael.gaxiola@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
194,,1253,VELARDE,ELIGIO,15-24100,eligio.velarde@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
195,,1268,LOPEZ,CASILLAS,15-24100,casillas.lopez@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
196,,1338,GALLEGO,PATRICIA,15-24100,patricia.gallego@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
197,,1347,FRANCIS,GERARDO,15-24100,gerardo.francis@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
198,,1370,TORRES,CINCO,15-24100,cinco.torres@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
199,,1371,WILSON,HECTOR,15-24100,hector.wilson@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
200,,1372,MIRANDA,VAZQUEZ,15-24100,vazquez.miranda@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
201,,1414,Chaverra,Marisol,15-24100,marisol.chaverra@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
202,,1437,MONTAÑO,MARICELA,15-24100,maricela.montaño@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
203,,1460,CAPIN,COTA,15-24100,cota.capin@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
204,,1464,Barrientos,Jairo,15-24100,jairo.barrientos@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
205,,1466,OSORNIO,LUIS,15-24100,luis.osornio@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
206,,1483,Soto,Marleny,15-24100,marleny.soto@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
207,,1484,MEDINA,ANNET,15-24100,annet.medina@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
208,,1515,CALLES,LAMBERTO,15-24100,lamberto.calles@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
209,,1529,SANDOVAL,JESUS,15-24100,jesus.sandoval@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
210,,1543,OCAÑO,CORONADO,15-24100,coronado.ocaño@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
211,,1546,LOPEZ,DAMIAN,15-24100,damian.lopez@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
212,,1564,GUERRERO,ALBERTO,15-24100,alberto.guerrero@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
213,,1671,VALENCIA,LAURA,15-24100,laura.valencia@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
214,,1694,ROMERO,HERIBERTO,15-24100,heriberto.romero@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
